ClientMacAddr,localtime,Site,Level,lat,lng
e8:de:27:9f:7f:0c,2019-08-13  00:11:36,UK Office,2nd Floor,51.46040918,-0.9325712754
24:1b:7a:b1:f2:ef,2019-08-13  00:11:37,UK Office,1st Floor,51.46068928,-0.9322374
28:cf:e9:2d:5d:b5,2019-08-13  00:11:37,UK Office,Ground Floor,51.46050583,-0.9323208514
4c:56:9d:75:d1:e5,2019-08-13  00:11:37,UK Office,2nd Floor,51.46083184,-0.93224795
9c:8c:6e:46:01:f8,2019-08-13  00:11:37,UK Office,2nd Floor,51.46041856,-0.9328841683
04:ea:56:92:f9:9b,2019-08-13  00:11:38,UK Office,Ground Floor,51.46036106,-0.9325886411
34:e1:2d:c6:a8:59,2019-08-13  00:11:38,UK Office,Ground Floor,51.46039906,-0.9326221046
9c:8c:6e:46:1c:5e,2019-08-13  00:11:38,UK Office,1st Floor,51.46046369,-0.9329346672
9c:da:3e:7f:a1:98,2019-08-13  00:11:38,UK Office,Ground Floor,51.46054518,-0.9324269553
c4:6e:1f:1a:68:a1,2019-08-13  00:11:38,UK Office,Ground Floor,51.46034638,-0.9325172232
fc:03:9f:07:af:f4,2019-08-13  00:11:38,UK Office,Ground Floor,51.46080787,-0.93228483
00:80:92:df:7b:97,2019-08-13  00:11:39,UK Office,Ground Floor,51.46035412,-0.9325233327
08:d8:33:ef:e7:7b,2019-08-13  00:11:39,UK Office,Ground Floor,51.46047311,-0.9325216888
7c:91:22:a9:48:7b,2019-08-13  00:11:39,UK Office,Ground Floor,51.46042587,-0.9326011894
c4:6e:1f:1b:72:40,2019-08-13  00:11:39,UK Office,2nd Floor,51.46042898,-0.9326980891
c4:6e:1f:1c:f2:9b,2019-08-13  00:11:39,UK Office,2nd Floor,51.46057193,-0.9323930632
08:f6:9c:14:24:1b,2019-08-13  00:11:45,UK Office,2nd Floor,51.46083184,-0.93224795
4c:34:88:f6:62:9c,2019-08-13  00:11:45,UK Office,Ground Floor,51.46050993,-0.9323062616
7c:91:22:a9:48:7b,2019-08-13  00:11:45,UK Office,Ground Floor,51.46038508,-0.932587617
9c:8c:6e:46:0b:7c,2019-08-13  00:11:45,UK Office,1st Floor,51.46078023,-0.9323011533
9c:8c:6e:46:0c:52,2019-08-13  00:11:45,UK Office,2nd Floor,51.46072799,-0.932322542
9c:da:3e:69:d3:f4,2019-08-13  00:11:45,UK Office,Ground Floor,51.46055262,-0.9323896814
b8:63:4d:a1:d2:b9,2019-08-13  00:11:45,UK Office,1st Floor,51.46056724,-0.9322359403
c4:6e:1f:1a:81:1d,2019-08-13  00:11:45,UK Office,1st Floor,51.46048949,-0.9325429952
ec:ad:b8:7d:23:e8,2019-08-13  00:11:45,UK Office,Ground Floor,51.46035916,-0.9325526095
00:c2:c6:ec:4c:a3,2019-08-13  00:11:46,UK Office,3rd Floor,51.46042445,-0.9326332499
0c:51:01:b3:88:92,2019-08-13  00:11:46,UK Office,2nd Floor,51.46083108,-0.9322949789
5c:ad:cf:c2:25:b8,2019-08-13  00:11:46,UK Office,Ground Floor,51.46036096,-0.9325651866
80:2b:f9:9f:d3:23,2019-08-13  00:11:46,UK Office,Ground Floor,51.46074766,-0.9323737857
e8:de:27:9f:7f:0c,2019-08-13  00:11:46,UK Office,2nd Floor,51.46040918,-0.9325712754
24:1b:7a:b1:f2:ef,2019-08-13  00:11:47,UK Office,1st Floor,51.46068928,-0.9322374
28:cf:e9:2d:5d:b5,2019-08-13  00:11:47,UK Office,Ground Floor,51.46050583,-0.9323208514
4c:56:9d:75:d1:e5,2019-08-13  00:11:47,UK Office,2nd Floor,51.46083184,-0.93224795
9c:8c:6e:46:01:f8,2019-08-13  00:11:47,UK Office,2nd Floor,51.46041856,-0.9328841683
04:ea:56:92:f9:9b,2019-08-13  00:11:48,UK Office,Ground Floor,51.46036106,-0.9325886411
34:e1:2d:c6:a8:59,2019-08-13  00:11:48,UK Office,Ground Floor,51.46039906,-0.9326221046
9c:8c:6e:46:1c:5e,2019-08-13  00:11:48,UK Office,1st Floor,51.46046369,-0.9329346672
9c:da:3e:7f:a1:98,2019-08-13  00:11:48,UK Office,Ground Floor,51.46054518,-0.9324269553
c4:6e:1f:1a:68:a1,2019-08-13  00:11:48,UK Office,Ground Floor,51.460344,-0.9325180818
fc:03:9f:07:af:f4,2019-08-13  00:11:48,UK Office,Ground Floor,51.46080787,-0.93228483
00:80:92:df:7b:97,2019-08-13  00:11:49,UK Office,Ground Floor,51.46035412,-0.9325233327
08:d8:33:ef:e7:7b,2019-08-13  00:11:49,UK Office,Ground Floor,51.46047311,-0.9325216888
c4:6e:1f:1b:72:40,2019-08-13  00:11:49,UK Office,2nd Floor,51.46042904,-0.9326962931
c4:6e:1f:1c:f2:9b,2019-08-13  00:11:49,UK Office,2nd Floor,51.46057184,-0.9323965982
08:f6:9c:14:24:1b,2019-08-13  00:11:55,UK Office,2nd Floor,51.46083184,-0.93224795
4c:34:88:f6:62:9c,2019-08-13  00:11:55,UK Office,Ground Floor,51.46050993,-0.9323062616
7c:91:22:a9:48:7b,2019-08-13  00:11:55,UK Office,Ground Floor,51.46038508,-0.932587617
9c:8c:6e:46:0b:7c,2019-08-13  00:11:55,UK Office,1st Floor,51.46078023,-0.9323011533
9c:8c:6e:46:0c:52,2019-08-13  00:11:55,UK Office,2nd Floor,51.46072799,-0.932322542
9c:da:3e:69:d3:f4,2019-08-13  00:11:55,UK Office,Ground Floor,51.46055487,-0.932389888
b8:63:4d:a1:d2:b9,2019-08-13  00:11:55,UK Office,1st Floor,51.46056724,-0.9322359403
c4:6e:1f:1a:81:1d,2019-08-13  00:11:55,UK Office,1st Floor,51.46048848,-0.9325280396
ec:ad:b8:7d:23:e8,2019-08-13  00:11:55,UK Office,Ground Floor,51.46035916,-0.9325526095
00:c2:c6:ec:4c:a3,2019-08-13  00:11:56,UK Office,3rd Floor,51.46042445,-0.9326332499
0c:51:01:b3:88:92,2019-08-13  00:11:56,UK Office,2nd Floor,51.46083108,-0.9322949789
5c:ad:cf:c2:25:b8,2019-08-13  00:11:56,UK Office,Ground Floor,51.46036096,-0.9325651866
80:2b:f9:9f:d3:23,2019-08-13  00:11:56,UK Office,Ground Floor,51.46074988,-0.9323721123
e8:de:27:9f:7f:0c,2019-08-13  00:11:56,UK Office,2nd Floor,51.46040918,-0.9325712754
24:1b:7a:b1:f2:ef,2019-08-13  00:11:57,UK Office,1st Floor,51.46068928,-0.9322374
28:cf:e9:2d:5d:b5,2019-08-13  00:11:57,UK Office,Ground Floor,51.46050583,-0.9323208514
4c:56:9d:75:d1:e5,2019-08-13  00:11:57,UK Office,2nd Floor,51.46083184,-0.93224795
9c:8c:6e:46:01:f8,2019-08-13  00:11:57,UK Office,2nd Floor,51.46041856,-0.9328841683
04:ea:56:92:f9:9b,2019-08-13  00:11:58,UK Office,Ground Floor,51.46036106,-0.9325886411
34:e1:2d:c6:a8:59,2019-08-13  00:11:58,UK Office,Ground Floor,51.46039906,-0.9326221046
9c:8c:6e:46:1c:5e,2019-08-13  00:11:58,UK Office,1st Floor,51.46046296,-0.9329337154
9c:da:3e:7f:a1:98,2019-08-13  00:11:58,UK Office,Ground Floor,51.46054518,-0.9324269553
c4:6e:1f:1a:68:a1,2019-08-13  00:11:58,UK Office,Ground Floor,51.46034638,-0.9325172232
fc:03:9f:07:af:f4,2019-08-13  00:11:58,UK Office,Ground Floor,51.46080669,-0.9322815507
00:80:92:df:7b:97,2019-08-13  00:11:59,UK Office,Ground Floor,51.46035412,-0.9325233327
08:d8:33:ef:e7:7b,2019-08-13  00:11:59,UK Office,Ground Floor,51.46047311,-0.9325216888
c4:6e:1f:1b:72:40,2019-08-13  00:11:59,UK Office,2nd Floor,51.46042904,-0.9326962931
c4:6e:1f:1c:f2:9b,2019-08-13  00:11:59,UK Office,2nd Floor,51.46057184,-0.9323965982
c4:6e:1f:1c:f2:9b,2019-08-13  00:12:04,UK Office,2nd Floor,51.46057184,-0.9323965982
7c:91:22:a9:48:7b,2019-08-13  00:12:05,UK Office,Ground Floor,51.46038508,-0.932587617
9c:8c:6e:46:0b:7c,2019-08-13  00:12:05,UK Office,1st Floor,51.46078023,-0.9323011533
b8:63:4d:a1:d2:b9,2019-08-13  00:12:05,UK Office,1st Floor,51.46056724,-0.9322359403
c4:6e:1f:1a:81:1d,2019-08-13  00:12:05,UK Office,1st Floor,51.46048746,-0.9325127945
ec:ad:b8:7d:23:e8,2019-08-13  00:12:05,UK Office,Ground Floor,51.46035916,-0.9325526095
08:f6:9c:14:24:1b,2019-08-13  00:12:06,UK Office,2nd Floor,51.46083184,-0.93224795
4c:34:88:f6:62:9c,2019-08-13  00:12:06,UK Office,Ground Floor,51.46050993,-0.9323062616
5c:ad:cf:c2:25:b8,2019-08-13  00:12:06,UK Office,Ground Floor,51.46036096,-0.9325651866
80:2b:f9:9f:d3:23,2019-08-13  00:12:06,UK Office,Ground Floor,51.46074333,-0.9323727319
9c:8c:6e:46:0c:52,2019-08-13  00:12:06,UK Office,2nd Floor,51.46072799,-0.932322542
e8:de:27:9f:7f:0c,2019-08-13  00:12:06,UK Office,2nd Floor,51.46040837,-0.932565379
00:c2:c6:ec:4c:a3,2019-08-13  00:12:07,UK Office,3rd Floor,51.46042445,-0.9326332499
0c:51:01:b3:88:92,2019-08-13  00:12:07,UK Office,2nd Floor,51.46083108,-0.9322949789
24:1b:7a:b1:f2:ef,2019-08-13  00:12:07,UK Office,1st Floor,51.46071313,-0.9322509993
04:ea:56:92:f9:9b,2019-08-13  00:12:08,UK Office,Ground Floor,51.46036106,-0.9325886411
28:cf:e9:2d:5d:b5,2019-08-13  00:12:08,UK Office,Ground Floor,51.46050583,-0.9323208514
34:e1:2d:c6:a8:59,2019-08-13  00:12:08,UK Office,Ground Floor,51.46039906,-0.9326221046
4c:56:9d:75:d1:e5,2019-08-13  00:12:08,UK Office,2nd Floor,51.46083184,-0.93224795
9c:8c:6e:46:01:f8,2019-08-13  00:12:08,UK Office,2nd Floor,51.46041856,-0.9328841683
9c:da:3e:7f:a1:98,2019-08-13  00:12:08,UK Office,Ground Floor,51.46054518,-0.9324269553
c4:6e:1f:1a:68:a1,2019-08-13  00:12:08,UK Office,Ground Floor,51.46034638,-0.9325172232
00:80:92:df:7b:97,2019-08-13  00:12:09,UK Office,Ground Floor,51.46035412,-0.9325233327
08:d8:33:ef:e7:7b,2019-08-13  00:12:09,UK Office,Ground Floor,51.46047311,-0.9325216888
9c:8c:6e:46:1c:5e,2019-08-13  00:12:09,UK Office,1st Floor,51.46046401,-0.9329394019
c4:6e:1f:1b:72:40,2019-08-13  00:12:09,UK Office,2nd Floor,51.46042898,-0.9326980891
fc:03:9f:07:af:f4,2019-08-13  00:12:09,UK Office,Ground Floor,51.46080669,-0.9322815507
28:cf:e9:2d:5d:b5,2019-08-13  00:12:13,UK Office,Ground Floor,51.46050583,-0.9323208514
7c:91:22:a9:48:7b,2019-08-13  00:12:15,UK Office,Ground Floor,51.46038508,-0.932587617
9c:8c:6e:46:0b:7c,2019-08-13  00:12:15,UK Office,1st Floor,51.46078023,-0.9323011533
b8:63:4d:a1:d2:b9,2019-08-13  00:12:15,UK Office,1st Floor,51.46056724,-0.9322359403
c4:6e:1f:1a:81:1d,2019-08-13  00:12:15,UK Office,1st Floor,51.46048848,-0.9325280396
c4:6e:1f:1b:72:40,2019-08-13  00:12:15,UK Office,2nd Floor,51.46042898,-0.9326980891
c4:6e:1f:1c:f2:9b,2019-08-13  00:12:15,UK Office,2nd Floor,51.46057184,-0.9323965982
ec:ad:b8:7d:23:e8,2019-08-13  00:12:15,UK Office,Ground Floor,51.46035916,-0.9325526095
08:f6:9c:14:24:1b,2019-08-13  00:12:16,UK Office,2nd Floor,51.46083184,-0.93224795
4c:34:88:f6:62:9c,2019-08-13  00:12:16,UK Office,Ground Floor,51.46050993,-0.9323062616
5c:ad:cf:c2:25:b8,2019-08-13  00:12:16,UK Office,Ground Floor,51.46036096,-0.9325651866
80:2b:f9:9f:d3:23,2019-08-13  00:12:16,UK Office,Ground Floor,51.46074286,-0.9323743476
9c:8c:6e:46:0c:52,2019-08-13  00:12:16,UK Office,2nd Floor,51.46073019,-0.9323231124
9c:da:3e:69:d3:f4,2019-08-13  00:12:16,UK Office,Ground Floor,51.46053341,-0.93239563
e8:de:27:9f:7f:0c,2019-08-13  00:12:16,UK Office,2nd Floor,51.46040837,-0.932565379
00:c2:c6:ec:4c:a3,2019-08-13  00:12:17,UK Office,3rd Floor,51.46042269,-0.9326256521
0c:51:01:b3:88:92,2019-08-13  00:12:17,UK Office,2nd Floor,51.46083108,-0.9322949789
24:1b:7a:b1:f2:ef,2019-08-13  00:12:17,UK Office,1st Floor,51.46071313,-0.9322509993
04:ea:56:92:f9:9b,2019-08-13  00:12:18,UK Office,Ground Floor,51.46036106,-0.9325886411
34:e1:2d:c6:a8:59,2019-08-13  00:12:18,UK Office,Ground Floor,51.46039906,-0.9326221046
4c:56:9d:75:d1:e5,2019-08-13  00:12:18,UK Office,2nd Floor,51.46083184,-0.93224795
9c:8c:6e:46:01:f8,2019-08-13  00:12:18,UK Office,2nd Floor,51.46041856,-0.9328841683
c4:6e:1f:1a:68:a1,2019-08-13  00:12:18,UK Office,Ground Floor,51.46034638,-0.9325172232
00:80:92:df:7b:97,2019-08-13  00:12:19,UK Office,Ground Floor,51.46035412,-0.9325233327
08:d8:33:ef:e7:7b,2019-08-13  00:12:19,UK Office,Ground Floor,51.4604732,-0.9325343796
9c:8c:6e:46:1c:5e,2019-08-13  00:12:19,UK Office,1st Floor,51.46046401,-0.9329394019
fc:03:9f:07:af:f4,2019-08-13  00:12:19,UK Office,Ground Floor,51.46080669,-0.9322815507
08:d8:33:ef:e7:7b,2019-08-13  00:12:25,UK Office,Ground Floor,51.46046733,-0.9325300881
7c:91:22:a9:48:7b,2019-08-13  00:12:25,UK Office,Ground Floor,51.46038508,-0.932587617
9c:8c:6e:46:0b:7c,2019-08-13  00:12:25,UK Office,1st Floor,51.46078023,-0.9323011533
b8:63:4d:a1:d2:b9,2019-08-13  00:12:25,UK Office,1st Floor,51.46056724,-0.9322359403
c4:6e:1f:1a:81:1d,2019-08-13  00:12:25,UK Office,1st Floor,51.46048115,-0.9325386518
c4:6e:1f:1b:72:40,2019-08-13  00:12:25,UK Office,2nd Floor,51.46042911,-0.9326942897
c4:6e:1f:1c:f2:9b,2019-08-13  00:12:25,UK Office,2nd Floor,51.46057184,-0.9323965982
ec:ad:b8:7d:23:e8,2019-08-13  00:12:25,UK Office,Ground Floor,51.46035916,-0.9325526095
08:f6:9c:14:24:1b,2019-08-13  00:12:26,UK Office,2nd Floor,51.46082592,-0.932251121
4c:34:88:f6:62:9c,2019-08-13  00:12:26,UK Office,Ground Floor,51.46050993,-0.9323062616
5c:ad:cf:c2:25:b8,2019-08-13  00:12:26,UK Office,Ground Floor,51.46036082,-0.9325628218
80:2b:f9:9f:d3:23,2019-08-13  00:12:26,UK Office,Ground Floor,51.46074333,-0.9323727319
9c:8c:6e:46:0c:52,2019-08-13  00:12:26,UK Office,2nd Floor,51.46073019,-0.9323231124
9c:da:3e:69:d3:f4,2019-08-13  00:12:26,UK Office,Ground Floor,51.46053341,-0.93239563
e8:de:27:9f:7f:0c,2019-08-13  00:12:26,UK Office,2nd Floor,51.46040918,-0.9325712754
00:c2:c6:ec:4c:a3,2019-08-13  00:12:27,UK Office,3rd Floor,51.46042269,-0.9326256521
04:ea:56:92:f9:9b,2019-08-13  00:12:27,UK Office,2nd Floor,51.46037087,-0.9326125436
0c:51:01:b3:88:92,2019-08-13  00:12:27,UK Office,2nd Floor,51.46083108,-0.9322949789
24:1b:7a:b1:f2:ef,2019-08-13  00:12:27,UK Office,1st Floor,51.46071313,-0.9322509993
34:e1:2d:c6:a8:59,2019-08-13  00:12:28,UK Office,Ground Floor,51.46039906,-0.9326221046
4c:56:9d:75:d1:e5,2019-08-13  00:12:28,UK Office,2nd Floor,51.46083184,-0.93224795
9c:8c:6e:46:01:f8,2019-08-13  00:12:28,UK Office,2nd Floor,51.46041856,-0.9328841683
c4:6e:1f:1a:68:a1,2019-08-13  00:12:28,UK Office,Ground Floor,51.46034638,-0.9325172232
00:80:92:df:7b:97,2019-08-13  00:12:29,UK Office,Ground Floor,51.46035412,-0.9325233327
9c:8c:6e:46:1c:5e,2019-08-13  00:12:29,UK Office,1st Floor,51.46046401,-0.9329394019
fc:03:9f:07:af:f4,2019-08-13  00:12:29,UK Office,Ground Floor,51.46080669,-0.9322815507
04:ea:56:92:f9:9b,2019-08-13  00:12:35,UK Office,Ground Floor,51.46041067,-0.9326096779
08:d8:33:ef:e7:7b,2019-08-13  00:12:35,UK Office,Ground Floor,51.46046733,-0.9325300881
34:e1:2d:c6:a8:59,2019-08-13  00:12:35,UK Office,Ground Floor,51.46040201,-0.9326257646
7c:91:22:a9:48:7b,2019-08-13  00:12:35,UK Office,Ground Floor,51.46038508,-0.932587617
9c:8c:6e:46:0b:7c,2019-08-13  00:12:35,UK Office,1st Floor,51.46078023,-0.9323011533
b8:63:4d:a1:d2:b9,2019-08-13  00:12:35,UK Office,1st Floor,51.46056724,-0.9322359403
c4:6e:1f:1a:81:1d,2019-08-13  00:12:35,UK Office,1st Floor,51.4604818,-0.9325547556
c4:6e:1f:1b:72:40,2019-08-13  00:12:35,UK Office,2nd Floor,51.46042904,-0.9326962931
c4:6e:1f:1c:f2:9b,2019-08-13  00:12:35,UK Office,2nd Floor,51.46057184,-0.9323965982
ec:ad:b8:7d:23:e8,2019-08-13  00:12:35,UK Office,Ground Floor,51.46035916,-0.9325526095
08:f6:9c:14:24:1b,2019-08-13  00:12:36,UK Office,2nd Floor,51.46082592,-0.932251121
4c:34:88:f6:62:9c,2019-08-13  00:12:36,UK Office,Ground Floor,51.46050993,-0.9323062616
5c:ad:cf:c2:25:b8,2019-08-13  00:12:36,UK Office,Ground Floor,51.46036082,-0.9325628218
80:2b:f9:9f:d3:23,2019-08-13  00:12:36,UK Office,Ground Floor,51.46074333,-0.9323727319
9c:8c:6e:46:0c:52,2019-08-13  00:12:36,UK Office,2nd Floor,51.46073019,-0.9323231124
9c:da:3e:69:d3:f4,2019-08-13  00:12:36,UK Office,Ground Floor,51.46053341,-0.93239563
00:c2:c6:ec:4c:a3,2019-08-13  00:12:37,UK Office,3rd Floor,51.46042269,-0.9326256521
0c:51:01:b3:88:92,2019-08-13  00:12:37,UK Office,2nd Floor,51.46083108,-0.9322949789
24:1b:7a:b1:f2:ef,2019-08-13  00:12:37,UK Office,1st Floor,51.46071313,-0.9322509993
e8:de:27:9f:7f:0c,2019-08-13  00:12:37,UK Office,2nd Floor,51.46040876,-0.9325682044
4c:56:9d:75:d1:e5,2019-08-13  00:12:38,UK Office,2nd Floor,51.46083184,-0.93224795
9c:8c:6e:46:01:f8,2019-08-13  00:12:38,UK Office,2nd Floor,51.46041856,-0.9328841683
c4:6e:1f:1a:68:a1,2019-08-13  00:12:38,UK Office,Ground Floor,51.46034895,-0.932516297
00:80:92:df:7b:97,2019-08-13  00:12:39,UK Office,Ground Floor,51.46035412,-0.9325233327
9c:8c:6e:46:1c:5e,2019-08-13  00:12:39,UK Office,1st Floor,51.46046401,-0.9329394019
fc:03:9f:07:af:f4,2019-08-13  00:12:39,UK Office,Ground Floor,51.46080669,-0.9322815507
7c:91:22:a9:48:7b,2019-08-13  00:12:45,UK Office,Ground Floor,51.46038508,-0.932587617
9c:8c:6e:46:0b:7c,2019-08-13  00:12:45,UK Office,1st Floor,51.46078077,-0.9322990898
b8:63:4d:a1:d2:b9,2019-08-13  00:12:45,UK Office,1st Floor,51.46056724,-0.9322359403
c4:6e:1f:1b:72:40,2019-08-13  00:12:45,UK Office,2nd Floor,51.46042911,-0.9326942897
c4:6e:1f:1c:f2:9b,2019-08-13  00:12:45,UK Office,2nd Floor,51.46057193,-0.9323930632
ec:ad:b8:7d:23:e8,2019-08-13  00:12:45,UK Office,Ground Floor,51.46035916,-0.9325526095
04:ea:56:92:f9:9b,2019-08-13  00:12:46,UK Office,Ground Floor,51.46041067,-0.9326096779
08:d8:33:ef:e7:7b,2019-08-13  00:12:46,UK Office,Ground Floor,51.46046733,-0.9325300881
08:f6:9c:14:24:1b,2019-08-13  00:12:46,UK Office,2nd Floor,51.46082592,-0.932251121
34:e1:2d:c6:a8:59,2019-08-13  00:12:46,UK Office,Ground Floor,51.46040201,-0.9326257646
4c:34:88:f6:62:9c,2019-08-13  00:12:46,UK Office,Ground Floor,51.46050993,-0.9323062616
5c:ad:cf:c2:25:b8,2019-08-13  00:12:46,UK Office,Ground Floor,51.46036082,-0.9325628218
80:2b:f9:9f:d3:23,2019-08-13  00:12:46,UK Office,Ground Floor,51.46074445,-0.9323741325
9c:8c:6e:46:0c:52,2019-08-13  00:12:46,UK Office,2nd Floor,51.46073019,-0.9323231124
c4:6e:1f:1a:81:1d,2019-08-13  00:12:46,UK Office,1st Floor,51.4604818,-0.9325547556
00:c2:c6:ec:4c:a3,2019-08-13  00:12:47,UK Office,3rd Floor,51.46042269,-0.9326256521
0c:51:01:b3:88:92,2019-08-13  00:12:47,UK Office,2nd Floor,51.46083108,-0.9322949789
24:1b:7a:b1:f2:ef,2019-08-13  00:12:47,UK Office,1st Floor,51.46071313,-0.9322509993
e8:de:27:9f:7f:0c,2019-08-13  00:12:47,UK Office,2nd Floor,51.46040876,-0.9325682044
4c:56:9d:75:d1:e5,2019-08-13  00:12:48,UK Office,2nd Floor,51.46083184,-0.93224795
9c:8c:6e:46:01:f8,2019-08-13  00:12:48,UK Office,2nd Floor,51.46041988,-0.9328850919
c4:6e:1f:1a:68:a1,2019-08-13  00:12:48,UK Office,Ground Floor,51.46034638,-0.9325172232
00:80:92:df:7b:97,2019-08-13  00:12:49,UK Office,Ground Floor,51.46035412,-0.9325233327
9c:8c:6e:46:1c:5e,2019-08-13  00:12:49,UK Office,1st Floor,51.46046401,-0.9329394019
fc:03:9f:07:af:f4,2019-08-13  00:12:49,UK Office,Ground Floor,51.46080669,-0.9322815507
7c:91:22:a9:48:7b,2019-08-13  00:12:55,UK Office,Ground Floor,51.46038508,-0.932587617
9c:8c:6e:46:0b:7c,2019-08-13  00:12:55,UK Office,1st Floor,51.46078077,-0.9322990898
c4:6e:1f:1b:4f:c0,2019-08-13  00:12:55,UK Office,1st Floor,51.46060494,-0.9323899069
c4:6e:1f:1b:72:40,2019-08-13  00:12:55,UK Office,2nd Floor,51.46042898,-0.9326980891
ec:ad:b8:7d:23:e8,2019-08-13  00:12:55,UK Office,Ground Floor,51.46035916,-0.9325526095
04:ea:56:92:f9:9b,2019-08-13  00:12:56,UK Office,Ground Floor,51.46041067,-0.9326096779
08:d8:33:ef:e7:7b,2019-08-13  00:12:56,UK Office,Ground Floor,51.46046733,-0.9325300881
08:f6:9c:14:24:1b,2019-08-13  00:12:56,UK Office,2nd Floor,51.46082592,-0.932251121
34:e1:2d:c6:a8:59,2019-08-13  00:12:56,UK Office,Ground Floor,51.46040201,-0.9326257646
4c:34:88:f6:62:9c,2019-08-13  00:12:56,UK Office,Ground Floor,51.46050993,-0.9323062616
5c:ad:cf:c2:25:b8,2019-08-13  00:12:56,UK Office,Ground Floor,51.46036082,-0.9325628218
80:2b:f9:9f:d3:23,2019-08-13  00:12:56,UK Office,Ground Floor,51.46074608,-0.9323739983
9c:8c:6e:46:0c:52,2019-08-13  00:12:56,UK Office,2nd Floor,51.46073019,-0.9323231124
b8:63:4d:a1:d2:b9,2019-08-13  00:12:56,UK Office,1st Floor,51.46056724,-0.9322359403
c4:6e:1f:1a:81:1d,2019-08-13  00:12:56,UK Office,1st Floor,51.46048115,-0.9325386518
c4:6e:1f:1c:f2:9b,2019-08-13  00:12:56,UK Office,2nd Floor,51.46057184,-0.9323965982
00:c2:c6:ec:4c:a3,2019-08-13  00:12:57,UK Office,3rd Floor,51.46042269,-0.9326256521
0c:51:01:b3:88:92,2019-08-13  00:12:57,UK Office,2nd Floor,51.46083108,-0.9322949789
24:1b:7a:b1:f2:ef,2019-08-13  00:12:57,UK Office,1st Floor,51.46071313,-0.9322509993
e8:de:27:9f:7f:0c,2019-08-13  00:12:57,UK Office,2nd Floor,51.46040837,-0.932565379
4c:56:9d:75:d1:e5,2019-08-13  00:12:58,UK Office,2nd Floor,51.46083184,-0.93224795
9c:8c:6e:46:01:f8,2019-08-13  00:12:58,UK Office,2nd Floor,51.46041988,-0.9328850919
c4:6e:1f:1a:68:a1,2019-08-13  00:12:58,UK Office,Ground Floor,51.46034638,-0.9325172232
00:80:92:df:7b:97,2019-08-13  00:12:59,UK Office,Ground Floor,51.46035412,-0.9325233327
9c:8c:6e:46:1c:5e,2019-08-13  00:12:59,UK Office,1st Floor,51.46046401,-0.9329394019
fc:03:9f:07:af:f4,2019-08-13  00:12:59,UK Office,Ground Floor,51.46080669,-0.9322815507
00:80:92:df:7b:97,2019-08-13  00:13:04,UK Office,Ground Floor,51.46035412,-0.9325233327
7c:91:22:a9:48:7b,2019-08-13  00:13:05,UK Office,Ground Floor,51.46038508,-0.932587617
9c:8c:6e:46:0b:7c,2019-08-13  00:13:05,UK Office,1st Floor,51.46078077,-0.9322990898
c4:6e:1f:1b:4f:c0,2019-08-13  00:13:05,UK Office,1st Floor,51.46060756,-0.9323927968
c4:6e:1f:1b:72:40,2019-08-13  00:13:05,UK Office,2nd Floor,51.46042904,-0.9326962931
ec:ad:b8:7d:23:e8,2019-08-13  00:13:05,UK Office,Ground Floor,51.46035916,-0.9325526095
04:ea:56:92:f9:9b,2019-08-13  00:13:06,UK Office,Ground Floor,51.46041067,-0.9326096779
08:d8:33:ef:e7:7b,2019-08-13  00:13:06,UK Office,Ground Floor,51.46046733,-0.9325300881
34:e1:2d:c6:a8:59,2019-08-13  00:13:06,UK Office,Ground Floor,51.46040201,-0.9326257646
4c:34:88:f6:62:9c,2019-08-13  00:13:06,UK Office,Ground Floor,51.46050993,-0.9323062616
5c:ad:cf:c2:25:b8,2019-08-13  00:13:06,UK Office,Ground Floor,51.46035578,-0.9325634075
b8:63:4d:a1:d2:b9,2019-08-13  00:13:06,UK Office,1st Floor,51.46056724,-0.9322359403
c4:6e:1f:1a:81:1d,2019-08-13  00:13:06,UK Office,1st Floor,51.46048115,-0.9325386518
c4:6e:1f:1c:f2:9b,2019-08-13  00:13:06,UK Office,2nd Floor,51.46057184,-0.9323965982
00:c2:c6:ec:4c:a3,2019-08-13  00:13:07,UK Office,3rd Floor,51.46042269,-0.9326256521
08:f6:9c:14:24:1b,2019-08-13  00:13:07,UK Office,2nd Floor,51.46082515,-0.9322515318
80:2b:f9:9f:d3:23,2019-08-13  00:13:07,UK Office,Ground Floor,51.46075346,-0.9323717734
9c:8c:6e:46:0c:52,2019-08-13  00:13:07,UK Office,2nd Floor,51.46073019,-0.9323231124
e8:de:27:9f:7f:0c,2019-08-13  00:13:07,UK Office,2nd Floor,51.46040876,-0.9325682044
0c:51:01:b3:88:92,2019-08-13  00:13:08,UK Office,2nd Floor,51.46083108,-0.9322949789
24:1b:7a:b1:f2:ef,2019-08-13  00:13:08,UK Office,1st Floor,51.46071313,-0.9322509993
9c:8c:6e:46:01:f8,2019-08-13  00:13:08,UK Office,2nd Floor,51.46041988,-0.9328850919
4c:56:9d:75:d1:e5,2019-08-13  00:13:09,UK Office,2nd Floor,51.46083184,-0.93224795
9c:8c:6e:46:1c:5e,2019-08-13  00:13:09,UK Office,1st Floor,51.46046283,-0.9329298079
c4:6e:1f:1a:68:a1,2019-08-13  00:13:09,UK Office,Ground Floor,51.46034895,-0.932516297
fc:03:9f:07:af:f4,2019-08-13  00:13:09,UK Office,Ground Floor,51.46080586,-0.9322865907
